date,category,amount,description
2023-12-13,Travel,11.0,Air India Flight ₹11.0
2023-12-13,Healthcare,5.0,Doctor Visit ₹5.0
2023-12-13,Transport,5.0,Cab Fare ₹5.0
2023-12-14,Education,13.3,Byjus Payment ₹13.3
2023-12-14,Fitness,14.0,CultFit Subscription ₹14.0
2023-12-14,Healthcare,9.5,Apollo Pharmacy ₹9.5
2023-12-14,Entertainment,8.21,Netflix Subscription ₹8.21
2023-12-15,Bills,8.0,Water Bill ₹8.0
2023-12-15,Shopping,5.9,Flipkart Order ₹5.9
2023-12-15,Healthcare,100.0,Doctor Visit ₹100.0
2023-12-15,Insurance,9.5,LIC Premium ₹9.5
2023-12-15,Fitness,9.5,CultFit Subscription ₹9.5
2023-12-15,Transport,12.13,Ola Ride ₹12.13
2023-12-16,Investment,6.5,Mutual Fund SIP ₹6.5
2023-12-16,Investment,18.6,Crypto Investment ₹18.6
2023-12-16,Investment,12.0,Crypto Investment ₹12.0
2023-12-17,Dining,0.85,McDonalds Bill ₹0.85
2023-12-17,Bills,5.0,Water Bill ₹5.0
2023-12-18,Transport,6.0,Cab Fare ₹6.0
2023-12-18,Healthcare,25.0,Doctor Visit ₹25.0
2023-12-18,Dining,8.6,McDonalds Bill ₹8.6
2023-12-19,Insurance,10.0,LIC Premium ₹10.0
2023-12-19,Groceries,2.71,DMart Purchase ₹2.71
2023-12-19,Shopping,11.5,Flipkart Order ₹11.5
2023-12-19,Groceries,8.4,DMart Purchase ₹8.4
2023-12-20,Investment,1.5,Mutual Fund SIP ₹1.5
2023-12-20,Groceries,3.0,Reliance Fresh ₹3.0
2023-12-20,Investment,10.7,Crypto Investment ₹10.7
2023-12-20,Investment,42.0,Stock Purchase ₹42.0
2023-12-21,Investment,9.5,Crypto Investment ₹9.5
2023-12-21,Investment,6.6,Stock Purchase ₹6.6
2023-12-22,Education,9.5,Byjus Payment ₹9.5
2023-12-22,Travel,18.0,MakeMyTrip Payment ₹18.0
2023-12-23,Investment,10.0,Crypto Investment ₹10.0
2023-12-23,Fitness,1.0,Gym Membership ₹1.0
2023-12-23,Food,9.5,Dominos Order ₹9.5
2023-12-24,Entertainment,9.5,Spotify Payment ₹9.5
2023-12-24,Travel,16.0,Air India Flight ₹16.0
2023-12-24,Fitness,40.0,Protein Supplement ₹40.0
2023-12-25,Bills,25.0,Water Bill ₹25.0
2023-12-25,Entertainment,9.5,Spotify Payment ₹9.5
2023-12-26,Entertainment,9.5,Spotify Payment ₹9.5
2023-12-26,Groceries,19.4,DMart Purchase ₹19.4
2023-12-26,Fitness,1.0,Gym Membership ₹1.0
2023-12-26,Fitness,8.4,CultFit Subscription ₹8.4
2023-12-26,Miscellaneous,2.45,Charity ₹2.45
2023-12-27,Healthcare,5.0,Diagnostic Center Payment ₹5.0
2023-12-27,Travel,4.8,OYO Rooms Booking ₹4.8
2023-12-27,Insurance,6.0,LIC Premium ₹6.0
2023-12-27,Travel,4.0,OYO Rooms Booking ₹4.0
2023-12-28,Groceries,3.1,Reliance Fresh ₹3.1
2023-12-28,Travel,21.0,IRCTC Train Ticket ₹21.0
2023-12-29,Miscellaneous,6.6,Gift Shop ₹6.6
2023-12-29,Fitness,3.0,Protein Supplement ₹3.0
2023-12-29,Education,3.7,Byjus Payment ₹3.7
2023-12-29,Insurance,100.0,Health Insurance ₹100.0
2023-12-30,Investment,10.0,Crypto Investment ₹10.0
2023-12-30,Food,0.5,Swiggy Payment ₹0.5
2023-12-30,Entertainment,0.2,Hotstar Renewal ₹0.2
2023-12-30,Dining,3.5,Barbeque Nation ₹3.5
2023-12-30,Shopping,15.4,Flipkart Order ₹15.4
2023-12-31,Bills,5.5,Electricity Bill BSES ₹5.5
2023-12-31,Food,4.5,Burger King Payment ₹4.5
2024-01-01,Travel,10.0,Air India Flight ₹10.0
2024-01-01,Groceries,3.22,BigBasket Order ₹3.22
2024-01-02,Fitness,0.5,Protein Supplement ₹0.5
2024-01-02,Transport,3.0,Ola Ride ₹3.0
2024-01-02,Healthcare,9.5,Doctor Visit ₹9.5
2024-01-02,Healthcare,8.77,Doctor Visit ₹8.77
2024-01-03,Healthcare,9.5,Diagnostic Center Payment ₹9.5
2024-01-03,Food,21.0,Zomato Order ₹21.0
2024-01-03,Education,35.0,Udemy Course ₹35.0
2024-01-04,Fitness,2.5,CultFit Subscription ₹2.5
2024-01-04,Shopping,9.5,Ajio Shopping ₹9.5
2024-01-04,Shopping,15.8,TataCliq Payment ₹15.8
2024-01-05,Insurance,0.5,Car Insurance ₹0.5
2024-01-05,Insurance,9.5,Car Insurance ₹9.5
2024-01-05,Miscellaneous,10.0,Gift Shop ₹10.0
2024-01-05,Fitness,16.0,Yoga Class ₹16.0
2024-01-05,Entertainment,7.1,YouTube Premium ₹7.1
2024-01-05,Fitness,4.8,CultFit Subscription ₹4.8
2024-01-05,Shopping,80.0,TataCliq Payment ₹80.0
2024-01-06,Groceries,26.0,DMart Purchase ₹26.0
2024-01-06,Dining,9.5,Barbeque Nation ₹9.5
2024-01-06,Education,5.6,Coursera Subscription ₹5.6
2024-01-06,Healthcare,0.75,MedPlus Bill ₹0.75
2024-01-07,Investment,17.0,Crypto Investment ₹17.0
2024-01-07,Food,3.4,Swiggy Payment ₹3.4
2024-01-08,Miscellaneous,10.0,Charity ₹10.0
2024-01-08,Food,10.0,Dominos Order ₹10.0
2024-01-09,Miscellaneous,11.0,Charity ₹11.0
2024-01-09,Healthcare,1.7,Diagnostic Center Payment ₹1.7
2024-01-09,Miscellaneous,25.0,Charity ₹25.0
2024-01-09,Education,15.0,Byjus Payment ₹15.0
2024-01-10,Miscellaneous,14.0,Stationery Store ₹14.0
2024-01-10,Entertainment,5.0,Hotstar Renewal ₹5.0
2024-01-10,Travel,10.0,OYO Rooms Booking ₹10.0
2024-01-11,Insurance,9.52,LIC Premium ₹9.52
2024-01-12,Insurance,7.0,Car Insurance ₹7.0
2024-01-14,Transport,9.5,Ola Ride ₹9.5
2024-01-15,Miscellaneous,6.5,Petrol Pump ₹6.5
2024-01-15,Bills,7.0,Internet Bill ₹7.0
2024-01-15,Shopping,7.0,Flipkart Order ₹7.0
2024-01-16,Education,100.0,Byjus Payment ₹100.0
2024-01-16,Entertainment,200.0,Spotify Payment ₹200.0
2024-01-16,Entertainment,11.0,Hotstar Renewal ₹11.0
2024-01-16,Food,36.0,Swiggy Payment ₹36.0
2024-01-17,Insurance,12.0,Car Insurance ₹12.0
2024-01-17,Insurance,8.0,LIC Premium ₹8.0
2024-01-17,Transport,6.0,Train Ticket ₹6.0
2024-01-17,Education,12.44,Udemy Course ₹12.44
2024-01-18,Bills,8.0,Electricity Bill BSES ₹8.0
2024-01-18,Groceries,7.41,DMart Purchase ₹7.41
2024-01-19,Education,5.4,Udemy Course ₹5.4
2024-01-19,Fitness,9.52,Protein Supplement ₹9.52
2024-01-19,Healthcare,6.1,Doctor Visit ₹6.1
2024-01-19,Miscellaneous,3.0,Donation ₹3.0
2024-01-19,Dining,19.0,KFC Meal ₹19.0
2024-01-19,Insurance,50.0,Health Insurance ₹50.0
2024-01-20,Healthcare,7.1,MedPlus Bill ₹7.1
2024-01-20,Entertainment,10.0,Spotify Payment ₹10.0
2024-01-20,Food,7.1,Cafe Coffee Day ₹7.1
2024-01-20,Travel,20.0,OYO Rooms Booking ₹20.0
2024-01-20,Investment,7.0,Mutual Fund SIP ₹7.0
2024-01-21,Fitness,10.0,Protein Supplement ₹10.0
2024-01-21,Fitness,18.0,Gym Membership ₹18.0
2024-01-21,Shopping,8.6,Ajio Shopping ₹8.6
2024-01-21,Groceries,3.2,More Supermarket ₹3.2
2024-01-21,Bills,20.0,Jio Fiber Recharge ₹20.0
2024-01-22,Groceries,9.52,Reliance Fresh ₹9.52
2024-01-22,Shopping,7.0,TataCliq Payment ₹7.0
2024-01-22,Transport,9.0,Train Ticket ₹9.0
2024-01-22,Healthcare,50.0,Diagnostic Center Payment ₹50.0
2024-01-22,Insurance,25.0,LIC Premium ₹25.0
2024-01-23,Dining,15.0,McDonalds Bill ₹15.0
2024-01-23,Groceries,9.5,Reliance Fresh ₹9.5
2024-01-23,Education,12.0,Byjus Payment ₹12.0
2024-01-24,Dining,6.0,Barbeque Nation ₹6.0
2024-01-24,Groceries,11.0,BigBasket Order ₹11.0
2024-01-24,Entertainment,30.0,Hotstar Renewal ₹30.0
2024-01-25,Groceries,5.5,BigBasket Order ₹5.5
2024-01-25,Food,100.0,Zomato Order ₹100.0
2024-01-25,Dining,13.0,McDonalds Bill ₹13.0
2024-01-26,Miscellaneous,12.0,Donation ₹12.0
2024-01-26,Education,7.0,Byjus Payment ₹7.0
2024-01-27,Shopping,90.0,Myntra Order ₹90.0
2024-01-28,Fitness,17.0,CultFit Subscription ₹17.0
2024-01-28,Shopping,3.0,Myntra Order ₹3.0
2024-01-28,Miscellaneous,30.0,Donation ₹30.0
2024-01-29,Miscellaneous,11.0,Petrol Pump ₹11.0
2024-01-29,Fitness,13.0,CultFit Subscription ₹13.0
2024-01-30,Healthcare,4.23,Apollo Pharmacy ₹4.23
2024-01-30,Fitness,2450.0,Protein Supplement ₹2450.0
2024-01-30,Fitness,29.0,Gym Membership ₹29.0
2024-01-31,Investment,10.0,Mutual Fund SIP ₹10.0
2024-01-31,Groceries,17.0,Reliance Fresh ₹17.0
2024-01-31,Shopping,1.65,Flipkart Order ₹1.65
2024-02-01,Insurance,3.3,Car Insurance ₹3.3
2024-02-02,Investment,8.7,Mutual Fund SIP ₹8.7
2024-02-02,Shopping,11.0,Flipkart Order ₹11.0
2024-02-03,Fitness,7.1,Protein Supplement ₹7.1
2024-02-03,Healthcare,7.2,Doctor Visit ₹7.2
2024-02-03,Dining,3.0,McDonalds Bill ₹3.0
2024-02-03,Education,70.0,Unacademy Plan ₹70.0
2024-02-04,Dining,20.0,Barbeque Nation ₹20.0
2024-02-04,Education,18.6,Udemy Course ₹18.6
2024-02-04,Transport,8.7,Cab Fare ₹8.7
2024-02-04,Food,6.4,Dominos Order ₹6.4
2024-02-05,Groceries,10.0,BigBasket Order ₹10.0
2024-02-05,Entertainment,4.0,BookMyShow Ticket ₹4.0
2024-02-05,Bills,19.0,Airtel Postpaid ₹19.0
2024-02-06,Food,8.1,Swiggy Payment ₹8.1
2024-02-06,Bills,10.0,Water Bill ₹10.0
2024-02-06,Food,8.7,Pizza Hut Bill ₹8.7
2024-02-06,Healthcare,10.0,Diagnostic Center Payment ₹10.0
2024-02-07,Miscellaneous,0.5,Petrol Pump ₹0.5
2024-02-07,Healthcare,8.7,MedPlus Bill ₹8.7
2024-02-07,Travel,19.0,IRCTC Train Ticket ₹19.0
2024-02-08,Miscellaneous,10.0,Stationery Store ₹10.0
2024-02-09,Healthcare,3.05,Apollo Pharmacy ₹3.05
2024-02-09,Healthcare,2.0,Doctor Visit ₹2.0
2024-02-09,Insurance,10.0,Health Insurance ₹10.0
2024-02-10,Groceries,10.0,BigBasket Order ₹10.0
2024-02-10,Fitness,20.0,CultFit Subscription ₹20.0
2024-02-10,Shopping,8.7,Myntra Order ₹8.7
2024-02-10,Insurance,13.0,Car Insurance ₹13.0
2024-02-10,Entertainment,11.0,Hotstar Renewal ₹11.0
2024-02-11,Investment,6.0,Mutual Fund SIP ₹6.0
2024-02-11,Insurance,8.0,Health Insurance ₹8.0
2024-02-11,Healthcare,4.0,Apollo Pharmacy ₹4.0
2024-02-11,Groceries,3.0,Reliance Fresh ₹3.0
2024-02-11,Shopping,8.7,Ajio Shopping ₹8.7
2024-02-12,Insurance,159.0,Car Insurance ₹159.0
2024-02-12,Insurance,5.0,Car Insurance ₹5.0
2024-02-12,Fitness,8.7,Gym Membership ₹8.7
2024-02-13,Dining,2.15,Subway Sandwich ₹2.15
2024-02-13,Entertainment,25.2,YouTube Premium ₹25.2
2024-02-13,Fitness,1.0,CultFit Subscription ₹1.0
2024-02-13,Entertainment,7.3,Spotify Payment ₹7.3
2024-02-13,Dining,3.28,Subway Sandwich ₹3.28
2024-02-14,Dining,4.5,McDonalds Bill ₹4.5
2024-02-14,Miscellaneous,8.0,Charity ₹8.0
2024-02-14,Dining,17.2,KFC Meal ₹17.2
2024-02-15,Miscellaneous,5.63,Gift Shop ₹5.63
2024-02-15,Investment,8.7,Crypto Investment ₹8.7
2024-02-15,Food,6.5,Zomato Order ₹6.5
2024-02-15,Investment,10.0,Crypto Investment ₹10.0
2024-02-15,Fitness,4.4,Protein Supplement ₹4.4
2024-02-16,Shopping,25.0,Myntra Order ₹25.0
2024-02-16,Bills,4.8,Jio Fiber Recharge ₹4.8
2024-02-17,Groceries,10.0,BigBasket Order ₹10.0
2024-02-17,Dining,2.6,Barbeque Nation ₹2.6
2024-02-17,Insurance,15.3,Car Insurance ₹15.3
2024-02-17,Entertainment,50.0,YouTube Premium ₹50.0
2024-02-17,Insurance,45.0,Car Insurance ₹45.0
2024-02-17,Entertainment,7.3,Hotstar Renewal ₹7.3
2024-02-18,Dining,7.52,McDonalds Bill ₹7.52
2024-02-18,Fitness,10.0,CultFit Subscription ₹10.0
2024-02-18,Healthcare,4.3,Apollo Pharmacy ₹4.3
2024-02-18,Fitness,7.3,CultFit Subscription ₹7.3
2024-02-18,Investment,3.0,Crypto Investment ₹3.0
2024-02-18,Education,2.6,Udemy Course ₹2.6
2024-02-18,Travel,8.0,Air India Flight ₹8.0
2024-02-18,Food,12.5,Dominos Order ₹12.5
2024-02-19,Food,5.13,Swiggy Payment ₹5.13
2024-02-19,Miscellaneous,10.0,Charity ₹10.0
2024-02-19,Bills,7.3,Jio Fiber Recharge ₹7.3
2024-02-19,Insurance,10.0,LIC Premium ₹10.0
2024-02-20,Investment,10.0,Stock Purchase ₹10.0
2024-02-20,Dining,3.7,KFC Meal ₹3.7
2024-02-21,Investment,6.7,PPF Deposit ₹6.7
2024-02-21,Miscellaneous,21.0,Petrol Pump ₹21.0
2024-02-22,Insurance,8.0,LIC Premium ₹8.0
2024-02-22,Dining,12.0,KFC Meal ₹12.0
2024-02-23,Fitness,10.0,Yoga Class ₹10.0
2024-02-23,Travel,10.0,OYO Rooms Booking ₹10.0
2024-02-23,Food,9.0,Cafe Coffee Day ₹9.0
2024-02-23,Food,15.0,Swiggy Payment ₹15.0
2024-02-24,Transport,8.7,Rapido Ride ₹8.7
2024-02-24,Healthcare,10.0,Doctor Visit ₹10.0
2024-02-25,Travel,7.5,OYO Rooms Booking ₹7.5
2024-02-25,Miscellaneous,6.0,Gift Shop ₹6.0
2024-02-26,Entertainment,9.5,Netflix Subscription ₹9.5
2024-02-26,Miscellaneous,21.0,Charity ₹21.0
2024-02-27,Transport,5.0,Uber Trip ₹5.0
2024-02-27,Healthcare,6.0,Doctor Visit ₹6.0
2024-02-27,Fitness,24.0,Yoga Class ₹24.0
2024-02-27,Bills,20.0,Jio Fiber Recharge ₹20.0
2024-02-27,Bills,30.0,Internet Bill ₹30.0
2024-02-28,Travel,2.1,MakeMyTrip Payment ₹2.1
2024-02-28,Bills,12.5,Airtel Postpaid ₹12.5
2024-02-28,Fitness,24.0,CultFit Subscription ₹24.0
2024-02-28,Bills,20.0,Water Bill ₹20.0
2024-02-29,Food,15.0,Swiggy Payment ₹15.0
2024-02-29,Food,2.1,Pizza Hut Bill ₹2.1
2024-02-29,Miscellaneous,15.0,Charity ₹15.0
2024-02-29,Miscellaneous,2.2,Gift Shop ₹2.2
2024-02-29,Fitness,1.0,Gym Membership ₹1.0
2024-03-01,Miscellaneous,24.15,Gift Shop ₹24.15
2024-03-01,Travel,13.0,Air India Flight ₹13.0
2024-03-01,Dining,10.0,Subway Sandwich ₹10.0
2024-03-01,Fitness,38.0,CultFit Subscription ₹38.0
2024-03-02,Bills,10.0,Airtel Postpaid ₹10.0
2024-03-02,Education,8.7,Coursera Subscription ₹8.7
2024-03-02,Investment,5.6,Mutual Fund SIP ₹5.6
2024-03-02,Bills,20.0,Jio Fiber Recharge ₹20.0
2024-03-02,Transport,9.0,Uber Trip ₹9.0
2024-03-03,Insurance,10.0,Health Insurance ₹10.0
2024-03-03,Miscellaneous,8.7,Donation ₹8.7
2024-03-03,Dining,7.2,Subway Sandwich ₹7.2
2024-03-03,Transport,11.0,Uber Trip ₹11.0
2024-03-04,Travel,5.4,OYO Rooms Booking ₹5.4
2024-03-04,Investment,6.28,Crypto Investment ₹6.28
2024-03-04,Education,3.0,Udemy Course ₹3.0
2024-03-04,Bills,30.0,Internet Bill ₹30.0
2024-03-04,Entertainment,102.0,Spotify Payment ₹102.0
2024-03-04,Investment,19.0,PPF Deposit ₹19.0
2024-03-05,Fitness,11.0,Yoga Class ₹11.0
2024-03-05,Entertainment,8.0,Spotify Payment ₹8.0
2024-03-05,Dining,3.0,McDonalds Bill ₹3.0
2024-03-06,Bills,14.0,Airtel Postpaid ₹14.0
2024-03-06,Fitness,13.0,Protein Supplement ₹13.0
2024-03-06,Transport,2.0,Ola Ride ₹2.0
2024-03-06,Fitness,84.0,CultFit Subscription ₹84.0
2024-03-07,Dining,20.0,Barbeque Nation ₹20.0
2024-03-07,Investment,17.0,Stock Purchase ₹17.0
2024-03-07,Food,10.0,Burger King Payment ₹10.0
2024-03-07,Food,5.44,Pizza Hut Bill ₹5.44
2024-03-06,Healthcare,7.0,Apollo Pharmacy ₹7.0
2024-03-06,Dining,33.0,Subway Sandwich ₹33.0
2024-03-08,Transport,8.7,Ola Ride ₹8.7
2024-03-08,Shopping,11.0,Flipkart Order ₹11.0
2024-03-08,Investment,5.0,Crypto Investment ₹5.0
2024-03-09,Healthcare,8.7,MedPlus Bill ₹8.7
2024-03-09,Food,29.0,Cafe Coffee Day ₹29.0
2024-03-08,Healthcare,15.0,Apollo Pharmacy ₹15.0
2024-03-10,Fitness,150.0,CultFit Subscription ₹150.0
2024-03-10,Entertainment,10.0,Hotstar Renewal ₹10.0
2024-03-10,Groceries,23.0,Reliance Fresh ₹23.0
2024-03-10,Miscellaneous,1.3,Charity ₹1.3
2024-03-11,Education,11.0,Byjus Payment ₹11.0
2024-03-11,Insurance,6.0,Health Insurance ₹6.0
2024-03-12,Insurance,8.0,Health Insurance ₹8.0
2024-03-12,Groceries,13.0,DMart Purchase ₹13.0
2024-03-13,Groceries,16.0,More Supermarket ₹16.0
2024-03-13,Bills,2.6,Airtel Postpaid ₹2.6
2024-03-13,Groceries,4.5,More Supermarket ₹4.5
2024-03-13,Transport,55.0,Ola Ride ₹55.0
2024-03-14,Investment,14.0,PPF Deposit ₹14.0
2024-03-15,Education,16.0,Skillshare Membership ₹16.0
2024-03-15,Dining,12.0,McDonalds Bill ₹12.0
2024-03-16,Transport,10.0,Rapido Ride ₹10.0
2024-03-16,Groceries,3.2,Reliance Fresh ₹3.2
2024-03-16,Dining,8.7,Barbeque Nation ₹8.7
2024-03-16,Food,16.0,Pizza Hut Bill ₹16.0
2024-03-16,Groceries,1.8,More Supermarket ₹1.8
2024-03-17,Fitness,17.0,CultFit Subscription ₹17.0
2024-03-17,Transport,2.0,Cab Fare ₹2.0
2024-03-17,Investment,4.5,Mutual Fund SIP ₹4.5
2024-03-18,Fitness,10.0,Yoga Class ₹10.0
2024-03-19,Entertainment,46.0,Hotstar Renewal ₹46.0
2024-03-20,Travel,5.0,IRCTC Train Ticket ₹5.0
2024-03-20,Bills,13.0,Water Bill ₹13.0
2024-03-22,Fitness,8.7,Gym Membership ₹8.7
2024-03-22,Healthcare,11.0,MedPlus Bill ₹11.0
2024-03-22,Bills,3.5,Water Bill ₹3.5
2024-03-23,Transport,18.0,Ola Ride ₹18.0
2024-03-23,Dining,5.0,Barbeque Nation ₹5.0
2024-03-24,Shopping,10.0,Flipkart Order ₹10.0
2024-03-24,Healthcare,10.7,MedPlus Bill ₹10.7
2024-03-24,Entertainment,6.31,BookMyShow Ticket ₹6.31
2024-03-27,Healthcare,6.5,Doctor Visit ₹6.5
2024-03-28,Education,3.0,Skillshare Membership ₹3.0
2024-03-29,Dining,10.0,Subway Sandwich ₹10.0
2024-03-29,Entertainment,50.0,Netflix Subscription ₹50.0
2024-03-29,Entertainment,6.5,Spotify Payment ₹6.5
2024-03-30,Fitness,45.0,CultFit Subscription ₹45.0
2024-03-30,Investment,33.0,Crypto Investment ₹33.0
2024-03-30,Groceries,20.0,DMart Purchase ₹20.0
2024-03-31,Transport,50.0,Uber Trip ₹50.0
2024-03-31,Bills,10.0,Internet Bill ₹10.0
2024-03-31,Groceries,10.0,Reliance Fresh ₹10.0
2024-03-31,Investment,20.0,PPF Deposit ₹20.0
2024-03-31,Healthcare,30.0,Diagnostic Center Payment ₹30.0
2024-03-31,Bills,20.0,Airtel Postpaid ₹20.0
2024-03-31,Bills,0.5,Jio Fiber Recharge ₹0.5
2024-03-31,Food,18.0,Burger King Payment ₹18.0
2024-03-31,Fitness,3.0,Protein Supplement ₹3.0
2024-03-31,Investment,15.0,Mutual Fund SIP ₹15.0
2024-03-31,Shopping,10.0,TataCliq Payment ₹10.0
2024-04-01,Shopping,200.0,Amazon Purchase ₹200.0
2024-04-02,Education,3.0,Coursera Subscription ₹3.0
2024-04-02,Entertainment,15.65,Hotstar Renewal ₹15.65
2024-04-03,Fitness,10.7,CultFit Subscription ₹10.7
2024-04-03,Shopping,9.52,Myntra Order ₹9.52
2024-04-04,Food,11.0,Burger King Payment ₹11.0
2024-04-04,Miscellaneous,3.2,Gift Shop ₹3.2
2024-04-05,Groceries,22.0,Reliance Fresh ₹22.0
2024-04-06,Entertainment,6.7,YouTube Premium ₹6.7
2024-04-06,Insurance,10.7,Car Insurance ₹10.7
2024-04-06,Bills,3.0,Jio Fiber Recharge ₹3.0
2024-04-06,Food,30.0,Pizza Hut Bill ₹30.0
2024-04-07,Transport,10.0,Uber Trip ₹10.0
2024-04-07,Miscellaneous,7.0,Stationery Store ₹7.0
2024-04-07,Groceries,5.5,Reliance Fresh ₹5.5
2024-04-07,Fitness,5.5,Protein Supplement ₹5.5
2024-04-07,Bills,116.0,Electricity Bill BSES ₹116.0
2024-04-08,Fitness,8.6,Protein Supplement ₹8.6
2024-04-08,Bills,1.0,Internet Bill ₹1.0
2024-04-08,Investment,6.4,Crypto Investment ₹6.4
2024-04-09,Miscellaneous,5.0,Stationery Store ₹5.0
2024-04-09,Entertainment,2.5,BookMyShow Ticket ₹2.5
2024-04-10,Groceries,2.5,BigBasket Order ₹2.5
2024-04-10,Investment,20.0,Mutual Fund SIP ₹20.0
2024-04-11,Food,18.0,Zomato Order ₹18.0
2024-04-11,Dining,7.1,KFC Meal ₹7.1
2024-04-11,Insurance,10.0,Car Insurance ₹10.0
2024-04-11,Insurance,31.0,LIC Premium ₹31.0
2024-04-11,Education,13.0,Udemy Course ₹13.0
2024-04-12,Travel,11.5,IRCTC Train Ticket ₹11.5
2024-04-13,Investment,12.0,Crypto Investment ₹12.0
2024-04-13,Healthcare,10.7,Apollo Pharmacy ₹10.7
2024-04-13,Travel,20.0,IRCTC Train Ticket ₹20.0
2024-04-14,Transport,10.7,Rapido Ride ₹10.7
2024-04-14,Education,10.7,Coursera Subscription ₹10.7
2024-04-15,Investment,12.0,Crypto Investment ₹12.0
2024-04-15,Dining,7.0,McDonalds Bill ₹7.0
2024-04-15,Fitness,3.3,Yoga Class ₹3.3
2024-04-16,Miscellaneous,12.0,Donation ₹12.0
2024-04-16,Entertainment,12.0,BookMyShow Ticket ₹12.0
2024-04-16,Education,10.7,Udemy Course ₹10.7
2024-04-17,Shopping,4.08,Myntra Order ₹4.08
2024-04-17,Dining,10.0,Barbeque Nation ₹10.0
2024-04-17,Education,17.0,Coursera Subscription ₹17.0
2024-04-17,Miscellaneous,11.5,Stationery Store ₹11.5
2024-04-17,Miscellaneous,3.0,Charity ₹3.0
2024-04-17,Transport,15.0,Cab Fare ₹15.0
2024-04-18,Groceries,7.3,BigBasket Order ₹7.3
2024-04-18,Fitness,11.5,Gym Membership ₹11.5
2024-04-19,Insurance,5.6,Health Insurance ₹5.6
2024-04-19,Healthcare,10.0,Apollo Pharmacy ₹10.0
2024-04-19,Food,39.0,Burger King Payment ₹39.0
2024-04-19,Investment,6.0,Crypto Investment ₹6.0
2024-04-19,Dining,8.2,McDonalds Bill ₹8.2
2024-04-19,Healthcare,4.3,Apollo Pharmacy ₹4.3
2024-04-19,Education,7.0,Skillshare Membership ₹7.0
2024-04-20,Investment,18.0,Mutual Fund SIP ₹18.0
2024-04-20,Travel,11.0,MakeMyTrip Payment ₹11.0
2024-04-21,Groceries,3.0,BigBasket Order ₹3.0
2024-04-21,Education,19.0,Unacademy Plan ₹19.0
2024-04-21,Fitness,11.5,Protein Supplement ₹11.5
2024-04-21,Transport,10.0,Rapido Ride ₹10.0
2024-04-21,Investment,52.0,PPF Deposit ₹52.0
2024-04-21,Miscellaneous,100.0,Donation ₹100.0
2024-04-22,Shopping,10.0,Ajio Shopping ₹10.0
2024-04-22,Food,0.5,Burger King Payment ₹0.5
2024-04-23,Entertainment,10.0,BookMyShow Ticket ₹10.0
2024-04-23,Shopping,5.6,Flipkart Order ₹5.6
2024-04-23,Education,7.14,Unacademy Plan ₹7.14
2024-04-23,Miscellaneous,2.5,Charity ₹2.5
2024-04-23,Groceries,13.2,More Supermarket ₹13.2
2024-04-23,Food,11.0,Zomato Order ₹11.0
2024-04-23,Travel,11.5,OYO Rooms Booking ₹11.5
2024-04-23,Insurance,8.5,LIC Premium ₹8.5
2024-04-24,Investment,9.0,Stock Purchase ₹9.0
2024-04-24,Bills,10.0,Water Bill ₹10.0
2024-04-24,Bills,26.0,Water Bill ₹26.0
2024-04-24,Shopping,11.5,TataCliq Payment ₹11.5
2024-04-24,Fitness,5.0,Yoga Class ₹5.0
2024-04-25,Fitness,2.4,Gym Membership ₹2.4
2024-04-25,Education,8.3,Unacademy Plan ₹8.3
2024-04-25,Healthcare,4.8,Doctor Visit ₹4.8
2024-04-26,Entertainment,4.5,BookMyShow Ticket ₹4.5
2024-04-26,Food,6.0,Burger King Payment ₹6.0
2024-04-26,Healthcare,1.0,Apollo Pharmacy ₹1.0
2024-04-26,Food,1.0,Zomato Order ₹1.0
2024-04-26,Food,3.0,Burger King Payment ₹3.0
2024-04-27,Education,8.4,Udemy Course ₹8.4
2024-04-27,Dining,50.0,McDonalds Bill ₹50.0
2024-04-27,Dining,8.4,KFC Meal ₹8.4
2024-04-27,Groceries,1.0,More Supermarket ₹1.0
2024-04-27,Groceries,2.0,BigBasket Order ₹2.0
2024-04-27,Fitness,20.0,Gym Membership ₹20.0
2024-04-27,Bills,3.59,Internet Bill ₹3.59
2024-04-28,Healthcare,0.5,Apollo Pharmacy ₹0.5
2024-04-28,Food,8.6,Pizza Hut Bill ₹8.6
2024-04-28,Fitness,10.6,Protein Supplement ₹10.6
2024-04-28,Healthcare,10.0,Apollo Pharmacy ₹10.0
2024-04-28,Miscellaneous,6.0,Gift Shop ₹6.0
2024-04-28,Healthcare,50.0,Apollo Pharmacy ₹50.0
2024-04-29,Transport,5.6,Rapido Ride ₹5.6
2024-04-29,Insurance,8.26,Health Insurance ₹8.26
2024-04-29,Groceries,10.0,Reliance Fresh ₹10.0
2024-04-29,Food,10.0,Burger King Payment ₹10.0
2024-04-29,Entertainment,100.0,Netflix Subscription ₹100.0
2024-04-29,Investment,1.0,Stock Purchase ₹1.0
2024-04-29,Bills,3.0,Water Bill ₹3.0
2024-04-29,Entertainment,5.5,Netflix Subscription ₹5.5
2024-04-28,Shopping,11.0,Amazon Purchase ₹11.0
2024-04-28,Insurance,18.0,Car Insurance ₹18.0
2024-04-30,Fitness,8.26,CultFit Subscription ₹8.26
2024-04-30,Miscellaneous,63.0,Charity ₹63.0
2024-05-01,Investment,8.26,Stock Purchase ₹8.26
2024-05-01,Healthcare,14.0,Apollo Pharmacy ₹14.0
