date,amount,description
2023-04-12 15:41:32 +0000,16,Ola Ride ₹16.0
2023-04-12 19:39:46 +0000,25,MedPlus Bill ₹25.0
2023-04-11 20:22:00 +0000,8.67,Stock Purchase ₹8.67
2023-04-13 15:18:20 +0000,25.2,Subway Sandwich ₹25.2
2023-04-14 13:49:59 +0000,33,Burger King Payment ₹33.0
2023-04-14 15:41:50 +0000,16,Apollo Pharmacy ₹16.0
2023-04-14 17:40:23 +0000,7.1,Jio Fiber Recharge ₹7.1
2023-04-13 20:46:00 +0000,8.17,Car Insurance ₹8.17
2023-04-15 08:56:01 +0000,3,Barbeque Nation ₹3.0
2023-04-15 13:37:38 +0000,2.3,Burger King Payment ₹2.3
2023-04-15 13:37:44 +0000,8,Crypto Investment ₹8.0
2023-04-15 14:17:59 +0000,47,Protein Supplement ₹47.0
2023-04-15 17:45:05 +0000,7.1,Netflix Subscription ₹7.1
2023-04-15 19:35:26 +0000,5,McDonalds Bill ₹5.0
2023-04-16 16:21:43 +0000,7.1,Gift Shop ₹7.1
2023-04-15 20:44:00 +0000,30,Ola Ride ₹30.0
2023-04-16 18:35:00 +0000,7.1,Barbeque Nation ₹7.1
2023-04-17 16:59:01 +0000,7.1,Delhi Metro Recharge ₹7.1
2023-04-17 16:59:05 +0000,24,YouTube Premium ₹24.0
2023-04-18 12:40:49 +0000,78,PPF Deposit ₹78.0
2023-04-18 15:46:16 +0000,16,Uber Trip ₹16.0
2023-04-18 17:12:36 +0000,7.1,Cab Fare ₹7.1
2023-04-19 04:05:03 +0000,2,KFC Meal ₹2.0
2023-04-19 15:44:51 +0000,17,Pizza Hut Bill ₹17.0
2023-04-19 18:34:01 +0000,17,Cab Fare ₹17.0
2023-04-19 18:34:03 +0000,12,Coursera Subscription ₹12.0
2023-04-20 18:51:18 +0000,1.5,Amazon Purchase ₹1.5
2023-04-20 18:51:26 +0000,35,Burger King Payment ₹35.0
2023-04-19 20:02:59 +0000,5.8,Amazon Purchase ₹5.8
2023-04-21 10:51:02 +0000,53,Stock Purchase ₹53.0
2023-04-21 12:47:44 +0000,7.3,DMart Purchase ₹7.3
2023-04-21 13:10:03 +0000,12,Doctor Visit ₹12.0
2023-04-21 13:10:28 +0000,300,Rapido Ride ₹300.0
2023-04-21 15:33:14 +0000,5.3,Zomato Order ₹5.3
2023-04-22 16:09:28 +0000,20,Swiggy Payment ₹20.0
2023-04-22 18:28:25 +0000,1.41,CultFit Subscription ₹1.41
2023-04-23 08:34:53 +0000,50,Car Insurance ₹50.0
2023-04-23 09:43:42 +0000,0.3,Air India Flight ₹0.3
2023-04-23 17:24:10 +0000,8,Stock Purchase ₹8.0
2023-04-23 17:24:32 +0000,2,Crypto Investment ₹2.0
2023-04-23 17:24:46 +0000,7.5,Petrol Pump ₹7.5
2023-04-24 05:56:00 +0000,1.2,Byjus Payment ₹1.2
2023-04-24 06:23:22 +0000,21,KFC Meal ₹21.0
2023-04-24 06:23:25 +0000,10,BookMyShow Ticket ₹10.0
2023-04-24 10:51:29 +0000,33,LIC Premium ₹33.0
2023-04-24 10:51:33 +0000,14,LIC Premium ₹14.0
2023-04-24 13:34:02 +0000,7.3,Skillshare Membership ₹7.3
2023-04-24 15:07:18 +0000,12,Doctor Visit ₹12.0
2023-04-24 17:47:23 +0000,5,Charity ₹5.0
2023-04-24 19:03:29 +0000,2.4,Flipkart Order ₹2.4
2023-04-25 05:22:19 +0000,1,YouTube Premium ₹1.0
2023-04-26 05:07:29 +0000,0.9,Car Insurance ₹0.9
2023-04-26 09:52:59 +0000,2.13,Jio Fiber Recharge ₹2.13
2023-04-26 09:53:04 +0000,5.86,Zomato Order ₹5.86
2023-04-26 15:59:53 +0000,16,Charity ₹16.0
2023-04-27 04:53:39 +0000,13,Myntra Order ₹13.0
2023-04-28 04:49:17 +0000,0.9,Diagnostic Center Payment ₹0.9
2023-04-27 04:49:00 +0000,20.38,Apollo Pharmacy ₹20.38
2023-04-28 09:35:37 +0000,10,Burger King Payment ₹10.0
2023-04-28 16:27:22 +0000,14.3,Ajio Shopping ₹14.3
2023-04-28 19:12:21 +0000,5,TataCliq Payment ₹5.0
2023-04-27 20:01:00 +0000,6.54,Skillshare Membership ₹6.54
2023-04-29 03:00:45 +0000,1,Burger King Payment ₹1.0
2023-04-30 09:23:23 +0000,13,Subway Sandwich ₹13.0
2023-04-30 10:49:17 +0000,10,Train Ticket ₹10.0
2023-04-30 10:49:26 +0000,20,McDonalds Bill ₹20.0
2023-04-30 14:27:11 +0000,9.2,Stock Purchase ₹9.2
2023-04-30 16:38:22 +0000,7.3,Myntra Order ₹7.3
2023-04-30 19:51:29 +0000,6.5,Electricity Bill BSES ₹6.5
2023-05-01 05:55:07 +0000,490,Car Insurance ₹490.0
2023-05-01 09:46:21 +0000,10,Charity ₹10.0
2023-05-01 15:10:18 +0000,16,Air India Flight ₹16.0
2023-05-01 17:03:53 +0000,10,Airtel Postpaid ₹10.0
2023-05-02 02:33:09 +0000,1,Air India Flight ₹1.0
2023-05-02 06:10:01 +0000,13,Cab Fare ₹13.0
2023-05-02 11:06:53 +0000,12.6,Unacademy Plan ₹12.6
2023-05-02 16:26:44 +0000,17,Donation ₹17.0
2023-05-03 10:03:44 +0000,13,Crypto Investment ₹13.0
2023-05-03 14:20:10 +0000,20,Doctor Visit ₹20.0
2023-05-03 14:51:30 +0000,5,Health Insurance ₹5.0
2023-05-03 15:51:17 +0000,9.32,YouTube Premium ₹9.32
2023-05-03 20:29:58 +0000,45,YouTube Premium ₹45.0
2023-05-05 17:48:19 +0000,63,Apollo Pharmacy ₹63.0
2023-05-05 18:13:58 +0000,2.23,Car Insurance ₹2.23
2023-05-06 05:19:43 +0000,0.7,Zomato Order ₹0.7
2023-05-06 07:04:43 +0000,20,Netflix Subscription ₹20.0
2023-05-06 07:45:44 +0000,7,Air India Flight ₹7.0
2023-05-06 10:51:33 +0000,20,Cafe Coffee Day ₹20.0
2023-05-06 14:12:28 +0000,8.9,Water Bill ₹8.9
2023-05-06 14:55:37 +0000,7.1,TataCliq Payment ₹7.1
2023-05-07 11:21:11 +0000,12,DMart Purchase ₹12.0
2023-05-07 11:21:15 +0000,7.1,LIC Premium ₹7.1
2023-05-07 11:21:17 +0000,20,Flipkart Order ₹20.0
2023-05-07 12:51:20 +0000,9,Flipkart Order ₹9.0
2023-05-07 14:16:03 +0000,8,Ajio Shopping ₹8.0
2023-05-07 16:43:52 +0000,14.3,Internet Bill ₹14.3
2023-05-08 03:28:56 +0000,30,Apollo Pharmacy ₹30.0
2023-05-08 05:00:56 +0000,0.9,IRCTC Train Ticket ₹0.9
2023-05-08 10:26:23 +0000,9.32,Jio Fiber Recharge ₹9.32
2023-05-08 15:30:08 +0000,16,Uber Trip ₹16.0
2023-05-08 17:49:32 +0000,31,Health Insurance ₹31.0
2023-05-08 05:27:00 +0000,4,Myntra Order ₹4.0
2023-05-09 09:02:09 +0000,14.6,Uber Trip ₹14.6
2023-05-09 11:24:17 +0000,1,Air India Flight ₹1.0
2023-05-09 11:34:04 +0000,12,Water Bill ₹12.0
2023-05-09 12:45:51 +0000,3,Byjus Payment ₹3.0
2023-05-09 12:56:31 +0000,2.51,Uber Trip ₹2.51
2023-05-09 17:09:59 +0000,5.49,Spotify Payment ₹5.49
2023-05-09 19:26:37 +0000,43,Jio Fiber Recharge ₹43.0
2023-05-10 06:35:01 +0000,6,Subway Sandwich ₹6.0
2023-05-10 07:19:23 +0000,16,Barbeque Nation ₹16.0
2023-05-10 08:08:25 +0000,59,Byjus Payment ₹59.0
2023-05-10 12:50:39 +0000,16,Crypto Investment ₹16.0
2023-05-10 12:50:42 +0000,26,Protein Supplement ₹26.0
2023-05-10 14:49:14 +0000,5,Subway Sandwich ₹5.0
2023-05-10 18:21:50 +0000,10.35,BigBasket Order ₹10.35
2023-05-11 15:26:33 +0000,1.8,Donation ₹1.8
2023-05-11 15:26:35 +0000,92,Donation ₹92.0
2023-05-11 15:44:26 +0000,5,Rapido Ride ₹5.0
2023-05-11 16:45:31 +0000,17,Netflix Subscription ₹17.0
2023-05-11 16:45:37 +0000,11,LIC Premium ₹11.0
2023-05-12 12:39:07 +0000,150,Stationery Store ₹150.0
2023-05-12 12:39:12 +0000,12,Crypto Investment ₹12.0
2023-05-12 19:44:12 +0000,71,Airtel Postpaid ₹71.0
2023-05-12 19:48:54 +0000,8,Air India Flight ₹8.0
2023-05-13 07:45:54 +0000,15,Yoga Class ₹15.0
2023-05-13 09:52:34 +0000,7.9,Stock Purchase ₹7.9
2023-05-13 09:52:36 +0000,35,Health Insurance ₹35.0
2023-05-13 13:22:36 +0000,13,DMart Purchase ₹13.0
2023-05-13 13:46:52 +0000,7.1,Ajio Shopping ₹7.1
2023-05-13 15:21:12 +0000,9,Byjus Payment ₹9.0
2023-05-13 18:44:02 +0000,4,Unacademy Plan ₹4.0
2023-05-14 07:07:34 +0000,16,Car Insurance ₹16.0
2023-05-14 09:08:26 +0000,14.4,Health Insurance ₹14.4
2023-05-14 09:48:28 +0000,1.1,KFC Meal ₹1.1
2023-05-14 12:37:22 +0000,9,Skillshare Membership ₹9.0
2023-05-14 14:32:10 +0000,4,Pizza Hut Bill ₹4.0
2023-05-14 14:32:14 +0000,10,Gift Shop ₹10.0
2023-05-14 18:17:04 +0000,8.9,Amazon Purchase ₹8.9
2023-05-14 18:37:38 +0000,4.29,Ajio Shopping ₹4.29
2023-05-15 05:12:23 +0000,1,Coursera Subscription ₹1.0
2023-05-15 08:49:37 +0000,6,Apollo Pharmacy ₹6.0
2023-05-15 10:12:22 +0000,6,Gym Membership ₹6.0
2023-05-15 14:17:21 +0000,7.9,Subway Sandwich ₹7.9
2023-05-15 15:56:35 +0000,23,Amazon Purchase ₹23.0
2023-05-16 10:06:05 +0000,8.5,Skillshare Membership ₹8.5
2023-05-16 18:58:21 +0000,4,Reliance Fresh ₹4.0
2023-05-16 18:58:26 +0000,100,Diagnostic Center Payment ₹100.0
2023-05-16 19:42:28 +0000,2,Mutual Fund SIP ₹2.0
2023-05-17 05:11:16 +0000,1.6,More Supermarket ₹1.6
2023-05-17 10:03:01 +0000,12,Air India Flight ₹12.0
2023-05-17 10:03:04 +0000,4,Unacademy Plan ₹4.0
2023-05-17 14:31:26 +0000,7.1,Myntra Order ₹7.1
2023-05-17 16:15:45 +0000,7.1,Stock Purchase ₹7.1
2023-05-17 19:37:34 +0000,8,Gym Membership ₹8.0
2023-05-18 05:04:49 +0000,2,MakeMyTrip Payment ₹2.0
2023-05-18 10:06:47 +0000,1,Udemy Course ₹1.0
2023-05-18 14:31:02 +0000,7.1,Stock Purchase ₹7.1
2023-05-18 17:23:30 +0000,5,YouTube Premium ₹5.0
2023-05-18 18:22:10 +0000,8,Cafe Coffee Day ₹8.0
2023-05-19 09:59:54 +0000,11,Ajio Shopping ₹11.0
2023-05-19 10:57:01 +0000,1.4,Delhi Metro Recharge ₹1.4
2023-05-19 16:07:26 +0000,7.1,Crypto Investment ₹7.1
2023-05-19 19:20:56 +0000,12.45,Barbeque Nation ₹12.45
2023-05-20 09:59:24 +0000,1.5,Electricity Bill BSES ₹1.5
2023-05-20 09:59:27 +0000,7,Byjus Payment ₹7.0
2023-05-20 13:26:03 +0000,15,Delhi Metro Recharge ₹15.0
2023-05-20 19:29:24 +0000,8,Ajio Shopping ₹8.0
2023-05-20 19:29:28 +0000,114,Swiggy Payment ₹114.0
2023-05-20 19:29:32 +0000,5,OYO Rooms Booking ₹5.0
2023-05-21 07:34:13 +0000,7.1,MakeMyTrip Payment ₹7.1
2023-05-21 07:34:15 +0000,3,YouTube Premium ₹3.0
2023-05-21 11:33:30 +0000,3,Unacademy Plan ₹3.0
2023-05-21 11:50:38 +0000,9,Air India Flight ₹9.0
2023-05-21 15:19:52 +0000,22,Subway Sandwich ₹22.0
2023-05-21 15:20:49 +0000,17,Cab Fare ₹17.0
2023-05-21 15:21:39 +0000,10,Coursera Subscription ₹10.0
2023-05-22 02:55:32 +0000,0.85,Crypto Investment ₹0.85
2023-05-22 04:25:15 +0000,3,Donation ₹3.0
2023-05-22 04:25:20 +0000,0.05,Unacademy Plan ₹0.05
2023-05-22 09:35:06 +0000,8.5,Ola Ride ₹8.5
2023-05-22 15:11:20 +0000,7.1,Yoga Class ₹7.1
2023-05-22 16:28:10 +0000,7.1,Reliance Fresh ₹7.1
2023-05-22 19:19:01 +0000,29,CultFit Subscription ₹29.0
2023-05-23 04:56:03 +0000,4.1,Water Bill ₹4.1
2023-05-23 08:31:04 +0000,55,Protein Supplement ₹55.0
2023-05-23 09:54:37 +0000,8,Burger King Payment ₹8.0
2023-05-23 15:13:34 +0000,7.1,Swiggy Payment ₹7.1
2023-05-24 05:00:37 +0000,3.4,BigBasket Order ₹3.4
2023-05-24 07:42:46 +0000,5,More Supermarket ₹5.0
2023-05-24 10:02:04 +0000,6,Hotstar Renewal ₹6.0
2023-05-24 16:55:40 +0000,24,Swiggy Payment ₹24.0
2023-05-24 19:11:54 +0000,5,YouTube Premium ₹5.0
2023-05-25 04:54:31 +0000,5.81,More Supermarket ₹5.81
2023-05-25 07:34:52 +0000,1.7,Charity ₹1.7
2023-05-25 10:11:50 +0000,1.45,Gift Shop ₹1.45
2023-05-25 11:50:42 +0000,2,Subway Sandwich ₹2.0
2023-05-25 16:22:01 +0000,7.1,YouTube Premium ₹7.1
2023-05-26 05:36:34 +0000,5,Stationery Store ₹5.0
2023-05-26 06:13:16 +0000,11,Air India Flight ₹11.0
2023-05-26 10:05:24 +0000,3,Gift Shop ₹3.0
2023-05-26 16:57:26 +0000,2,Health Insurance ₹2.0
2023-05-26 19:22:00 +0000,20.27,Crypto Investment ₹20.27
2023-05-27 06:17:28 +0000,8.1,BigBasket Order ₹8.1
2023-05-27 08:13:46 +0000,8.1,Crypto Investment ₹8.1
2023-05-27 10:33:57 +0000,9,Cafe Coffee Day ₹9.0
2023-05-27 12:43:13 +0000,1.8,Ola Ride ₹1.8
2023-05-27 14:45:17 +0000,12,BigBasket Order ₹12.0
2023-05-27 16:37:45 +0000,8.9,Yoga Class ₹8.9
2023-05-27 18:48:06 +0000,5.4,Gift Shop ₹5.4
2023-05-28 12:41:26 +0000,7.3,Air India Flight ₹7.3
2023-05-28 13:05:52 +0000,0.85,Dominos Order ₹0.85
2023-05-28 13:06:01 +0000,7.3,Stock Purchase ₹7.3
2023-05-28 14:17:19 +0000,1.6,IRCTC Train Ticket ₹1.6
2023-05-28 14:33:49 +0000,8.1,Jio Fiber Recharge ₹8.1
2023-05-28 17:23:55 +0000,13.68,Stock Purchase ₹13.68
2023-05-29 04:43:40 +0000,1.55,LIC Premium ₹1.55
2023-05-29 04:59:43 +0000,7.1,KFC Meal ₹7.1
2023-05-29 09:55:19 +0000,9,Mutual Fund SIP ₹9.0
2023-05-29 10:49:07 +0000,9.2,Petrol Pump ₹9.2
2023-05-29 12:20:02 +0000,14.6,MakeMyTrip Payment ₹14.6
2023-05-30 04:16:53 +0000,3,OYO Rooms Booking ₹3.0
2023-05-30 10:20:19 +0000,9.34,MedPlus Bill ₹9.34
2023-05-30 15:04:06 +0000,5,Gym Membership ₹5.0
2023-05-30 15:11:07 +0000,6,BookMyShow Ticket ₹6.0
2023-05-31 05:40:19 +0000,1.65,Ajio Shopping ₹1.65
2023-05-31 10:06:56 +0000,3.36,Protein Supplement ₹3.36
2023-05-31 19:54:42 +0000,1.7,Ajio Shopping ₹1.7
2023-05-31 19:54:54 +0000,30,Donation ₹30.0
2023-06-01 05:01:59 +0000,50,Doctor Visit ₹50.0
2023-06-01 05:02:06 +0000,1.65,Health Insurance ₹1.65
2023-06-01 10:00:38 +0000,6,Protein Supplement ₹6.0
2023-06-01 13:05:55 +0000,7.1,Donation ₹7.1
2023-06-01 13:58:29 +0000,6,Health Insurance ₹6.0
2023-06-01 17:14:15 +0000,5,Unacademy Plan ₹5.0
2023-06-02 05:07:58 +0000,8.53,BigBasket Order ₹8.53
2023-06-02 05:09:13 +0000,10,Gym Membership ₹10.0
2023-06-02 07:57:04 +0000,1.45,Health Insurance ₹1.45
2023-06-02 09:48:21 +0000,20,Swiggy Payment ₹20.0
2023-06-02 10:04:03 +0000,8,Byjus Payment ₹8.0
2023-06-02 14:52:28 +0000,8.1,Water Bill ₹8.1
2023-06-02 15:38:54 +0000,1,Flipkart Order ₹1.0
2023-06-02 18:17:15 +0000,7.58,Delhi Metro Recharge ₹7.58
2023-06-03 07:27:34 +0000,1.56,Unacademy Plan ₹1.56
2023-06-03 07:51:34 +0000,7.1,Ola Ride ₹7.1
2023-06-03 09:49:34 +0000,16.8,Protein Supplement ₹16.8
2023-06-03 14:07:36 +0000,8.1,BigBasket Order ₹8.1
2023-06-03 16:01:26 +0000,7,Yoga Class ₹7.0
2023-06-03 18:48:01 +0000,8.21,Crypto Investment ₹8.21
2023-06-03 19:04:39 +0000,10,Barbeque Nation ₹10.0
2023-06-03 19:26:30 +0000,100,DMart Purchase ₹100.0
2023-06-04 06:18:49 +0000,1.9,TataCliq Payment ₹1.9
2023-06-04 06:19:07 +0000,6,Petrol Pump ₹6.0
2023-06-04 06:21:25 +0000,7.3,Pizza Hut Bill ₹7.3
2023-06-04 08:36:04 +0000,16,Gym Membership ₹16.0
2023-06-04 11:59:08 +0000,1.85,MedPlus Bill ₹1.85
2023-06-04 13:43:34 +0000,4,McDonalds Bill ₹4.0
2023-06-04 14:17:32 +0000,1.85,Coursera Subscription ₹1.85
2023-06-04 15:11:23 +0000,3,Barbeque Nation ₹3.0
2023-06-04 17:43:07 +0000,50,Dominos Order ₹50.0
2023-06-04 19:08:48 +0000,1.6,Delhi Metro Recharge ₹1.6
2023-06-05 05:18:25 +0000,2.63,Delhi Metro Recharge ₹2.63
2023-06-05 08:37:15 +0000,3.4,Uber Trip ₹3.4
2023-06-05 15:19:44 +0000,14,Dominos Order ₹14.0
2023-06-05 15:34:56 +0000,0.5,Ola Ride ₹0.5
2023-06-05 15:58:21 +0000,1,IRCTC Train Ticket ₹1.0
2023-06-06 04:49:43 +0000,5.38,Myntra Order ₹5.38
2023-06-06 10:00:48 +0000,1.88,Skillshare Membership ₹1.88
2023-06-06 16:12:34 +0000,5.33,Rapido Ride ₹5.33
2023-06-07 05:07:00 +0000,2,MedPlus Bill ₹2.0
2023-06-07 10:11:05 +0000,4.38,Delhi Metro Recharge ₹4.38
2023-06-07 18:32:55 +0000,7.34,Internet Bill ₹7.34
2023-06-08 14:23:46 +0000,7.1,Zomato Order ₹7.1
2023-06-08 18:34:33 +0000,1.45,Hotstar Renewal ₹1.45
2023-06-09 04:27:51 +0000,3.33,Flipkart Order ₹3.33
2023-06-09 09:01:34 +0000,1,Barbeque Nation ₹1.0
2023-06-09 10:03:30 +0000,13,Uber Trip ₹13.0
2023-06-09 15:04:43 +0000,7.1,Pizza Hut Bill ₹7.1
2023-06-09 18:15:28 +0000,1.45,Diagnostic Center Payment ₹1.45
2023-06-10 06:19:59 +0000,3,BigBasket Order ₹3.0
2023-06-10 07:16:29 +0000,16,Apollo Pharmacy ₹16.0
2023-06-10 10:18:45 +0000,7.1,Train Ticket ₹7.1
2023-06-10 11:42:09 +0000,7.9,Dominos Order ₹7.9
2023-06-10 16:59:32 +0000,1.85,Charity ₹1.85
2023-06-10 17:12:02 +0000,8.1,Pizza Hut Bill ₹8.1
2023-06-10 19:40:53 +0000,20.84,Cab Fare ₹20.84
2023-06-11 03:19:33 +0000,5,Train Ticket ₹5.0
2023-06-11 04:49:41 +0000,17,KFC Meal ₹17.0
2023-06-11 06:52:33 +0000,8.1,Myntra Order ₹8.1
2023-06-11 11:09:24 +0000,1.45,Apollo Pharmacy ₹1.45
2023-06-12 05:46:21 +0000,4,TataCliq Payment ₹4.0
2023-06-12 10:09:42 +0000,8,Skillshare Membership ₹8.0
2023-06-12 11:23:43 +0000,1,Gym Membership ₹1.0
2023-06-12 15:23:22 +0000,7.1,Air India Flight ₹7.1
2023-06-12 18:45:18 +0000,5.9,TataCliq Payment ₹5.9
2023-06-13 04:40:57 +0000,1,Electricity Bill BSES ₹1.0
2023-06-13 06:07:01 +0000,8.35,Spotify Payment ₹8.35
2023-06-13 10:25:26 +0000,7,Doctor Visit ₹7.0
2023-06-13 15:58:42 +0000,3.72,BigBasket Order ₹3.72
2023-06-13 15:51:00 +0000,10,TataCliq Payment ₹10.0
2023-06-14 04:48:45 +0000,10,Byjus Payment ₹10.0
2023-06-14 09:39:17 +0000,2.56,Skillshare Membership ₹2.56
2023-06-14 12:26:18 +0000,3,Mutual Fund SIP ₹3.0
2023-06-14 16:10:07 +0000,6.1,McDonalds Bill ₹6.1
2023-06-15 07:21:08 +0000,200,Health Insurance ₹200.0
2023-06-15 08:06:23 +0000,7.1,Flipkart Order ₹7.1
2023-06-15 14:00:42 +0000,13,Pizza Hut Bill ₹13.0
2023-06-15 15:20:14 +0000,1.85,Gift Shop ₹1.85
2023-06-15 15:24:13 +0000,10.5,Skillshare Membership ₹10.5
2023-06-16 07:02:47 +0000,4,Cafe Coffee Day ₹4.0
2023-06-16 10:02:44 +0000,3.36,KFC Meal ₹3.36
2023-06-16 12:30:01 +0000,1,Apollo Pharmacy ₹1.0
2023-06-17 05:22:54 +0000,7.1,Rapido Ride ₹7.1
2023-06-17 07:16:20 +0000,16,Burger King Payment ₹16.0
2023-06-17 10:55:51 +0000,10.1,Yoga Class ₹10.1
2023-06-17 12:58:06 +0000,10,Udemy Course ₹10.0
2023-06-17 14:33:21 +0000,1.75,Amazon Purchase ₹1.75
2023-06-17 14:40:55 +0000,10,Diagnostic Center Payment ₹10.0
2023-06-17 14:44:13 +0000,5.42,Electricity Bill BSES ₹5.42
2023-06-17 15:12:19 +0000,106,Unacademy Plan ₹106.0
2023-06-17 15:59:11 +0000,6.6,CultFit Subscription ₹6.6
2023-06-18 04:21:01 +0000,5,Reliance Fresh ₹5.0
2023-06-18 05:11:33 +0000,7.1,IRCTC Train Ticket ₹7.1
2023-06-18 07:29:13 +0000,16,YouTube Premium ₹16.0
2023-06-18 10:21:32 +0000,7.1,MedPlus Bill ₹7.1
2023-06-18 14:28:48 +0000,0.75,Stock Purchase ₹0.75
2023-06-18 15:14:44 +0000,10.86,Protein Supplement ₹10.86
2023-06-19 04:33:44 +0000,4.5,Protein Supplement ₹4.5
2023-06-19 09:52:09 +0000,4.55,LIC Premium ₹4.55
2023-06-19 15:36:51 +0000,8.1,Netflix Subscription ₹8.1
2023-06-19 17:39:01 +0000,18,MakeMyTrip Payment ₹18.0
2023-06-19 19:07:56 +0000,82,Amazon Purchase ₹82.0
2023-06-20 10:10:44 +0000,7.72,Gym Membership ₹7.72
2023-06-20 14:30:37 +0000,16,MakeMyTrip Payment ₹16.0
2023-06-20 15:58:56 +0000,25,Byjus Payment ₹25.0
2023-06-21 05:41:42 +0000,5.7,Udemy Course ₹5.7
2023-06-21 10:13:59 +0000,12,Reliance Fresh ₹12.0
2023-06-21 14:39:20 +0000,6.8,LIC Premium ₹6.8
2023-06-21 17:53:29 +0000,14,Zomato Order ₹14.0
2023-06-22 04:54:25 +0000,4.66,Doctor Visit ₹4.66
2023-06-22 10:16:45 +0000,1.3,MakeMyTrip Payment ₹1.3
2023-06-22 14:32:08 +0000,8.1,Pizza Hut Bill ₹8.1
2023-06-22 17:44:22 +0000,12,Diagnostic Center Payment ₹12.0
2023-06-23 04:26:08 +0000,2.9,Gym Membership ₹2.9
2023-06-23 10:16:28 +0000,2,Electricity Bill BSES ₹2.0
2023-06-23 11:21:12 +0000,5,Yoga Class ₹5.0
2023-06-23 14:27:39 +0000,15,Apollo Pharmacy ₹15.0
2023-06-23 17:31:15 +0000,1,MakeMyTrip Payment ₹1.0
2023-06-24 10:33:03 +0000,1.3,Skillshare Membership ₹1.3
2023-06-24 11:09:36 +0000,2,Doctor Visit ₹2.0
2023-06-24 14:55:44 +0000,17,Apollo Pharmacy ₹17.0
2023-06-24 15:25:00 +0000,51,BookMyShow Ticket ₹51.0
2023-06-24 17:43:42 +0000,12,Dominos Order ₹12.0
2023-06-24 18:24:52 +0000,10,Delhi Metro Recharge ₹10.0
2023-06-25 04:40:39 +0000,0.9,Water Bill ₹0.9
2023-06-25 06:37:13 +0000,5.32,Air India Flight ₹5.32
2023-06-25 14:15:31 +0000,5,Barbeque Nation ₹5.0
2023-06-25 18:00:27 +0000,28,Gift Shop ₹28.0
2023-06-24 20:21:00 +0000,45,Cafe Coffee Day ₹45.0
2023-06-24 20:30:00 +0000,4.41,Jio Fiber Recharge ₹4.41
2023-06-26 05:16:42 +0000,18,Swiggy Payment ₹18.0
2023-06-26 05:42:57 +0000,6.5,Water Bill ₹6.5
2023-06-26 09:28:21 +0000,7.1,Spotify Payment ₹7.1
2023-06-26 09:30:16 +0000,50,Car Insurance ₹50.0
2023-06-26 09:30:18 +0000,10,Protein Supplement ₹10.0
2023-06-26 14:07:57 +0000,1.75,More Supermarket ₹1.75
2023-06-26 23:41:28 +0000,18.39,Flipkart Order ₹18.39
2023-06-27 06:07:22 +0000,2.71,Jio Fiber Recharge ₹2.71
2023-06-27 06:35:22 +0000,7.1,Delhi Metro Recharge ₹7.1
2023-06-27 08:37:49 +0000,8.9,DMart Purchase ₹8.9
2023-06-27 09:22:03 +0000,7.1,Car Insurance ₹7.1
2023-06-27 12:58:57 +0000,1,Pizza Hut Bill ₹1.0
2023-06-27 15:25:14 +0000,2.51,Reliance Fresh ₹2.51
2023-06-28 05:37:35 +0000,3.73,Electricity Bill BSES ₹3.73
2023-06-28 06:07:40 +0000,8.1,Coursera Subscription ₹8.1
2023-06-28 10:09:04 +0000,1.7,Electricity Bill BSES ₹1.7
2023-06-28 10:39:15 +0000,73,Health Insurance ₹73.0
2023-06-28 11:16:12 +0000,13,Spotify Payment ₹13.0
2023-06-28 11:16:52 +0000,3.8,Airtel Postpaid ₹3.8
2023-06-28 12:00:27 +0000,1,BigBasket Order ₹1.0
2023-06-29 03:58:46 +0000,10,Subway Sandwich ₹10.0
2023-06-29 04:42:38 +0000,7.1,YouTube Premium ₹7.1
2023-06-29 11:25:51 +0000,1,Train Ticket ₹1.0
2023-06-29 16:07:18 +0000,72,KFC Meal ₹72.0
2023-06-29 16:27:45 +0000,3.2,Protein Supplement ₹3.2
2023-06-30 05:41:44 +0000,4.02,OYO Rooms Booking ₹4.02
2023-06-30 05:41:48 +0000,1.65,Udemy Course ₹1.65
2023-06-30 06:01:03 +0000,7.1,Spotify Payment ₹7.1
2023-06-30 09:34:35 +0000,9,Doctor Visit ₹9.0
2023-06-30 10:23:10 +0000,1.5,Yoga Class ₹1.5
2023-06-30 11:39:20 +0000,4,Burger King Payment ₹4.0
2023-06-30 12:30:06 +0000,9.7,Delhi Metro Recharge ₹9.7
2023-06-30 16:46:52 +0000,3.73,Coursera Subscription ₹3.73
2023-06-30 17:19:26 +0000,8.1,Health Insurance ₹8.1
2023-07-01 02:38:43 +0000,1,Apollo Pharmacy ₹1.0
2023-07-01 08:16:19 +0000,34,Health Insurance ₹34.0
2023-07-02 05:18:16 +0000,4,Internet Bill ₹4.0
2023-07-02 05:21:38 +0000,2.6,Cab Fare ₹2.6
2023-07-02 05:42:50 +0000,7.1,Charity ₹7.1
2023-07-02 08:04:10 +0000,9,KFC Meal ₹9.0
2023-07-02 10:25:25 +0000,4,Uber Trip ₹4.0
2023-07-02 12:28:59 +0000,30,Water Bill ₹30.0
2023-07-02 16:45:06 +0000,20,IRCTC Train Ticket ₹20.0
2023-07-02 16:45:08 +0000,194,Gym Membership ₹194.0
2023-07-02 17:25:31 +0000,16,Charity ₹16.0
2023-07-02 18:29:34 +0000,5,Burger King Payment ₹5.0
2023-07-02 18:30:27 +0000,7,Yoga Class ₹7.0
